date,SL,S2,S3,S4,SH,2L,22,23,24,2H,3L,32,33,34,3H,4L,42,43,44,4H,BL,B2,B3,B4,BH
2015-01-01,-1.9580041295314354,0.15297800584889298,-5.192588319268951,-2.2023323959770957,-5.442891733787665,2.8165523618782546,-2.1844525473321235,-5.578097556793512,-5.84363259786415,-6.728712533847063,1.0360024840237267,-2.124329011724595,-5.091555456173607,-4.253781778911481,-6.306935490527264,0.6845098635506917,0.8968460016756694,-3.5702254321736584,-4.1151258837683,-7.971547813056027,1.6684827083748404,-0.9988929464266691,-0.7238340589936008,-3.367514974119249,-7.396435692108835
2015-02-01,8.95816932457302,5.776759945256323,9.348592893278415,5.252765776163669,3.5120364273016427,9.950895686398171,7.6354046264575715,5.455236225315401,5.552438931432887,6.727870490091904,6.889251935997603,7.451993668757949,4.65376712020524,6.738030776481311,4.5699901921588975,6.699929563608574,5.939064873318016,3.82376120319248,3.191941288593608,3.6061039474413437,7.428620749199418,5.883065100020894,4.126117402014373,5.091734655853951,2.006987794655478
2015-03-01,2.688377985839151,3.073822180145149,1.193269660640631,0.5676304409252313,-1.508156008083045,3.0735455571247994,-1.5389803686251335,0.3009408259175835,-0.2638713510182952,1.6571777955174607,-3.0320943796688704,-3.118079692507064,-1.6080549454195214,-4.878270138460739,-1.8081418920071948,-2.5077014176410133,-1.7365405952104176,-3.3863804544072487,-2.7678871435406553,-2.000939862498389,-4.837199118807362,0.047561662128474236,-7.013587996029608,-3.66466911779795,-4.50684591763392
2015-04-01,-2.734411025251266,0.09171997815971178,-3.0371300623996924,-2.1943757639696377,0.784437229410202,-3.6255578974810736,-0.9258999030878869,1.7649680805049606,-1.2381690287873925,2.766934354421056,-0.3175073457127162,-0.05717245967713713,-0.45728634474829155,-0.01596754221288732,1.024311200910517,-2.7251687187290754,3.424291081211161,1.8316593638375103,5.39502288954428,5.171906667267661,0.2949324758151872,0.9709214869222664,4.320270743111372,1.6406260658592582,4.377020858370738
2015-05-01,2.508498846503673,1.5147320517487113,2.6752908460218614,-1.157630382268315,1.3020467597438095,1.297358386777834,0.12154421952258954,1.0662143366740224,1.4867620271528827,1.8429842291242626,0.8373055362747204,1.8603228868946364,0.3274511921342591,1.7718599063598157,0.01436793238215589,0.9360174879059411,3.161120640505831,0.1639572285291978,1.334372762303361,-0.6231969203433286,3.8302293553972655,3.071637883712168,-1.641484668986929,-0.5206901563484623,-1.724221780134292
2015-06-01,1.4020613367717232,1.033839945040586,-1.2642006633956027,0.2678306716752541,0.5525585801252235,0.48033523701623193,-0.8300914890124456,0.21106321268662692,-2.294802566466219,-2.65136847301524,-1.6139734766110592,-0.21052508994423835,-4.477951549447914,1.112121719419567,-1.7648140095282179,-2.059877798770945,-2.7797708578345843,-0.7902188562301644,-3.6445760924071617,-3.9568953766341557,-4.059496833738673,-2.4375898142177763,-3.537207927052547,-3.4973781083458455,-6.961023831206343
2015-07-01,0.6527457989077328,-0.23998641292379444,-1.293287167502466,-5.54048578813415,-7.231623896820976,3.550352985598747,3.584534961663337,-0.5370030588808483,-1.1980292943785393,-2.05996380546787,4.84862834118567,3.7826582132753592,2.6368148131565534,-0.4456809236348691,-3.145674061125827,7.793889437513484,5.484530123602714,4.088946988967198,2.5845780408804724,-2.7440571188682696,12.045173362953442,8.126326632318717,7.472825227429989,3.614289159666515,1.073392766014196
2015-08-01,-9.83630820908171,-7.8394269417295535,-4.241249419574505,-4.340446116089291,-3.9462296887565977,-6.932197105127873,-8.528099601183268,-4.239528804599596,-3.9908886903601615,-5.208879193447547,-8.688328378015706,-8.711565750668205,-5.328689853647794,-5.893625896991684,-2.4264604311712197,-10.188157861871552,-5.74273854803182,-5.62070861852004,-6.667452618304758,-4.14254030005697,-7.162651232171479,-4.672447248123788,-5.335404826737166,-6.905399835327691,-5.175998575514552
2015-09-01,-10.209007471501456,-8.276208607154455,-5.466915304443203,-4.971402832137865,-6.219654491927575,-7.526181327406524,-3.781482479084352,-0.6977200759612883,-5.1580476248880895,-3.5534079060609653,-4.518586210283225,-1.4711050868491335,-5.425044407657716,-3.1419661468052418,-2.350378161127981,-0.3100833891855661,1.6637782181212035,-0.75210944187118,-2.4468668751536558,0.06257824643262389,-0.18247669185029758,0.08578023449380556,1.1390873084960584,-0.09022174098853197,-1.3270578160791084
2015-10-01,7.6953705711342995,6.472881001653784,8.52466677708542,9.170969463020223,5.12952096693789,9.231591096356624,4.412206505250104,6.160828125847799,6.120171617597144,5.826975121051449,7.959662617018202,7.545993301113675,10.119023031982122,9.764943143574296,8.161628414735226,7.146342577195632,8.866835623291813,6.781080165392565,6.90535310508516,9.285061025312794,9.903505289125949,9.890610819085405,12.101544016059293,11.844293209260911,9.823631308284202
2015-11-01,5.7544836689659355,2.8770809688555867,1.9983926481623375,5.563848961475471,3.117645028766347,2.3997537692972206,5.704539067260848,1.6034721214509464,2.421912443180313,1.923681376190997,0.11574700977016084,0.7223308513892316,3.2748678644434834,-0.6058177538347841,1.5201534184015555,0.4782906503074882,1.9330070725057147,0.3074975231941206,-0.6640020808587034,-0.8862479167752406,-4.857921205909431,-2.9143089539428066,-1.779388950421758,-1.3020274918202484,-3.326753812996319
2015-12-01,-4.715997948884846,-2.9170748146024836,-2.481786006006048,-7.101142279297209,-8.44166649590706,-1.7055559877554256,-2.714263375617751,-2.074127399168113,-6.30517137375134,-5.740967488464293,1.656534057788582,-2.2186142779556643,-3.093128932622419,-4.693659495123361,-5.59897386090737,2.47889639232491,0.3112899960629433,-0.8268165877394724,-0.8972045588012134,-3.3005859680756156,3.624870304338345,3.9347253492114524,1.0623304446029755,-0.6073710791713751,-0.9966384392670559
2016-01-01,-11.912253048725407,-11.611349811905958,-10.712971807478297,-9.71765880282614,-8.963365294208614,-11.033640945724548,-8.329451707465287,-6.597281480332255,-4.13388321413976,-5.261325280744106,-5.909431168488172,-7.308885716133137,-3.806947721486739,-5.573736768421031,-2.9392698326444577,-6.801986115248322,-3.3341478430420453,-2.907699232074464,-3.1640988491789024,-2.094401760904791,-1.8407612459408407,-1.3016741237001637,0.2068926309502941,0.3375588504648013,-2.537506614589214
2016-02-01,0.1162057918601862,3.3896881469710527,-1.4427393025285122,1.2588419614561541,-0.8502434366782762,-1.7047693906329497,0.8861222769365826,3.0369422738323295,0.3690351926955864,0.37052002743341267,0.7927884745724054,-1.088166410386222,-0.736267315438667,-1.8026143975360498,-1.2340557878028457,2.7093211884316513,1.5656452550641822,-2.0482060074965154,-1.9727543234907015,-2.028478208057226,0.7277173893651337,-1.415893905660807,1.6541336729346994,-1.5763755956744054,-1.189135546820609
2016-03-01,5.374800344977834,6.180156600940387,7.501552355556179,7.01136339366543,5.774371079826167,7.0270214931085775,7.633917378610173,8.338023563217225,8.707541326733448,11.533955799668458,6.153413963601403,5.899368570768996,7.404904157364344,7.911633988844213,9.045431013803375,2.900149601882664,5.033470855914093,4.053691693039622,7.222016551316707,9.015496131456747,4.396213165183336,3.093001233685361,8.314628030553955,4.147327554637595,10.729499851683503
2016-04-01,-4.789614936575415,-0.28880573486376965,4.3541488180746395,6.276651352977926,5.942473664652243,-1.9670074320516895,-2.5762028923661306,0.7524431490476903,3.8183142201938622,5.321440348351456,0.9077583849685831,1.8471003808676447,-0.15041381048361124,4.983896202556361,3.2360022621202624,-1.518413890067615,-2.2107055072592097,1.7219143291012606,1.481770355607937,4.40796291773703,-0.7143860716877346,-1.8303489305099738,-0.8252449171291818,0.417185952683341,3.007634812006348
